filename,width,height,class,xmin,ymin,xmax,ymax
apollo11_A_135.JPG,512,512,glass,375.0,355.0,391.0,368.0
apollo11_A_136.JPG,512,512,breccia,485.0,32.0,512.0,99.0
apollo11_A_137.JPG,512,512,breccia,1.0,40.0,23.0,106.0
apollo11_A_137.JPG,512,512,breccia,268.0,129.0,354.0,220.0
apollo11_A_137.JPG,512,512,breccia,238.0,445.0,281.0,486.0
apollo11_A_138.JPG,512,512,breccia,61.0,130.0,136.0,207.0
apollo11_A_139.JPG,512,512,breccia,298.0,129.0,344.0,178.0
apollo11_A_139.JPG,512,512,glass,465.0,107.0,477.0,121.0
apollo11_A_139.JPG,512,512,glass,385.0,142.0,404.0,160.0
apollo11_A_14.JPG,512,512,breccia,1.0,1.0,498.0,510.0
apollo11_A_140.JPG,512,512,glass,13.0,143.0,29.0,160.0
apollo11_A_140.JPG,512,512,glass,201.0,147.0,217.0,161.0
apollo11_A_140.JPG,512,512,glass,92.0,107.0,107.0,122.0
apollo11_A_141.JPG,512,512,breccia,156.0,275.0,354.0,452.0
apollo11_A_142.JPG,512,512,breccia,438.0,470.0,512.0,512.0
apollo11_A_142.JPG,512,512,breccia,427.0,153.0,465.0,199.0
apollo11_A_143.JPG,512,512,breccia,381.0,61.0,423.0,100.0
apollo11_A_144.JPG,512,512,breccia,32.0,445.0,150.0,512.0
apollo11_A_144.JPG,512,512,breccia,452.0,92.0,492.0,137.0
apollo11_A_144.JPG,512,512,glass,500.0,338.0,512.0,355.0
apollo11_A_145.JPG,512,512,breccia,446.0,372.0,512.0,442.0
apollo11_A_145.JPG,512,512,breccia,77.0,91.0,121.0,137.0
apollo11_A_145.JPG,512,512,glass,128.0,334.0,149.0,358.0
apollo11_A_147.JPG,512,512,breccia,403.0,1.0,512.0,108.0
apollo11_A_147.JPG,512,512,breccia,144.0,222.0,196.0,270.0
apollo11_A_148.JPG,512,512,breccia,297.0,386.0,387.0,466.0
apollo11_A_148.JPG,512,512,breccia,99.0,260.0,141.0,299.0
apollo11_A_15.JPG,512,512,breccia,1.0,2.0,116.0,512.0
apollo11_A_151.JPG,512,512,breccia,239.0,250.0,304.0,350.0
apollo11_A_152.JPG,512,512,breccia,69.0,233.0,126.0,274.0
apollo11_A_154.JPG,512,512,breccia,283.0,468.0,345.0,512.0
apollo11_A_154.JPG,512,512,melt,252.0,270.0,315.0,330.0
apollo11_A_156.JPG,512,512,breccia,260.0,205.0,343.0,290.0
apollo11_A_156.JPG,512,512,melt,329.0,107.0,388.0,195.0
apollo11_A_157.JPG,512,512,breccia,287.0,1.0,373.0,68.0
apollo11_A_158.JPG,512,512,melt,259.0,340.0,310.0,379.0
apollo11_A_159.JPG,512,512,melt,17.0,268.0,151.0,458.0
apollo11_A_159.JPG,512,512,breccia,284.0,389.0,385.0,447.0
apollo11_A_159.JPG,512,512,breccia,22.0,175.0,101.0,251.0
apollo11_A_16.JPG,512,512,glass,195.0,476.0,222.0,502.0
apollo11_A_16.JPG,512,512,breccia,227.0,484.0,282.0,512.0
apollo11_A_162.JPG,512,512,glass,159.0,430.0,179.0,452.0
apollo11_A_166.JPG,512,512,melt,220.0,451.0,253.0,489.0
apollo11_A_167.JPG,512,512,melt,164.0,75.0,247.0,154.0
apollo11_A_167.JPG,512,512,breccia,1.0,340.0,42.0,378.0
apollo11_A_168.JPG,512,512,breccia,373.0,1.0,512.0,510.0
apollo11_A_168.JPG,512,512,melt,153.0,251.0,190.0,283.0
apollo11_A_168.JPG,512,512,melt,131.0,379.0,193.0,425.0
apollo11_A_169.JPG,512,512,breccia,1.0,55.0,510.0,509.0
apollo11_A_169.JPG,512,512,melt,81.0,470.0,182.0,512.0
apollo11_A_17.JPG,512,512,breccia,2.0,1.0,512.0,412.0
apollo11_A_17.JPG,512,512,glass,386.0,244.0,406.0,266.0
apollo11_A_17.JPG,512,512,glass,242.0,373.0,268.0,400.0
apollo11_A_170.JPG,512,512,breccia,353.0,274.0,442.0,396.0
apollo11_A_170.JPG,512,512,glass,100.0,382.0,116.0,398.0
apollo11_A_171.JPG,512,512,melt,310.0,72.0,363.0,136.0
apollo11_A_171.JPG,512,512,breccia,107.0,374.0,149.0,417.0
apollo11_A_171.JPG,512,512,melt,83.0,19.0,151.0,107.0
apollo11_A_171.JPG,512,512,melt,92.0,315.0,117.0,340.0
apollo11_A_172.JPG,512,512,melt,182.0,252.0,319.0,369.0
apollo11_A_173.JPG,512,512,breccia,273.0,429.0,411.0,512.0
apollo11_A_173.JPG,512,512,breccia,62.0,3.0,122.0,60.0
apollo11_A_174.JPG,512,512,melt,68.0,1.0,188.0,84.0
apollo11_A_176.JPG,512,512,breccia,409.0,1.0,498.0,74.0
apollo11_A_177.JPG,512,512,melt,383.0,39.0,406.0,62.0
apollo11_A_177.JPG,512,512,breccia,1.0,287.0,149.0,389.0
apollo11_A_178.JPG,512,512,breccia,317.0,1.0,422.0,40.0
apollo11_A_178.JPG,512,512,breccia,211.0,456.0,287.0,512.0
apollo11_A_18.JPG,512,512,melt,237.0,281.0,338.0,366.0
apollo11_A_18.JPG,512,512,breccia,3.0,1.0,512.0,511.0
apollo11_A_181.JPG,512,512,melt,268.0,115.0,295.0,143.0
apollo11_A_182.JPG,512,512,glass,339.0,213.0,360.0,232.0
apollo11_A_184.JPG,512,512,breccia,451.0,160.0,506.0,220.0
apollo11_A_185.JPG,512,512,breccia,81.0,163.0,135.0,215.0
apollo11_A_185.JPG,512,512,breccia,421.0,304.0,452.0,332.0
apollo11_A_186.JPG,512,512,breccia,292.0,59.0,413.0,183.0
apollo11_A_186.JPG,512,512,melt,245.0,310.0,311.0,364.0
apollo11_A_186.JPG,512,512,melt,176.0,469.0,201.0,490.0
apollo11_A_187.JPG,512,512,melt,159.0,194.0,240.0,266.0
apollo11_A_188.JPG,512,512,glass,399.0,283.0,414.0,296.0
apollo11_A_19.JPG,512,512,breccia,1.0,1.0,500.0,511.0
apollo11_A_19.JPG,512,512,glass,97.0,273.0,123.0,291.0
apollo11_A_191.JPG,512,512,melt,26.0,425.0,62.0,466.0
apollo11_A_191.JPG,512,512,breccia,311.0,371.0,486.0,512.0
apollo11_A_192.JPG,512,512,breccia,107.0,218.0,164.0,268.0
apollo11_A_193.JPG,512,512,breccia,331.0,349.0,412.0,412.0
apollo11_A_193.JPG,512,512,breccia,349.0,1.0,425.0,67.0
apollo11_A_194.JPG,512,512,glass,327.0,321.0,343.0,335.0
apollo11_A_194.JPG,512,512,glass,204.0,328.0,218.0,342.0
apollo11_A_196.JPG,512,512,breccia,345.0,1.0,490.0,83.0
apollo11_A_196.JPG,512,512,breccia,479.0,404.0,512.0,440.0
apollo11_A_197.JPG,512,512,glass,452.0,160.0,480.0,189.0
apollo11_A_199.JPG,512,512,glass,392.0,351.0,403.0,362.0
apollo11_A_201.JPG,512,512,melt,372.0,33.0,423.0,75.0
apollo11_A_201.JPG,512,512,glass,7.0,436.0,24.0,453.0
apollo11_A_203.JPG,512,512,glass,379.0,219.0,393.0,233.0
apollo11_A_205.JPG,512,512,glass,329.0,422.0,342.0,432.0
apollo11_A_207.JPG,512,512,breccia,276.0,477.0,322.0,512.0
apollo11_A_207.JPG,512,512,glass,18.0,291.0,32.0,306.0
apollo11_A_209.JPG,512,512,breccia,134.0,426.0,173.0,473.0
apollo11_A_21.JPG,512,512,glass,275.0,18.0,293.0,33.0
apollo11_A_211.JPG,512,512,glass,164.0,187.0,178.0,201.0
apollo11_A_213.JPG,512,512,melt,196.0,309.0,265.0,367.0
apollo11_A_213.JPG,512,512,melt,200.0,10.0,223.0,35.0
apollo11_A_216.JPG,512,512,melt,200.0,480.0,225.0,505.0
apollo11_A_216.JPG,512,512,melt,404.0,398.0,424.0,420.0
apollo11_A_216.JPG,512,512,glass,214.0,5.0,229.0,18.0
apollo11_A_217.JPG,512,512,breccia,118.0,201.0,154.0,236.0
apollo11_A_218.JPG,512,512,melt,289.0,22.0,322.0,49.0
apollo11_A_221.JPG,512,512,breccia,106.0,153.0,159.0,203.0
apollo11_A_221.JPG,512,512,breccia,38.0,476.0,75.0,512.0
apollo11_A_221.JPG,512,512,melt,1.0,33.0,31.0,74.0
apollo11_A_222.JPG,0,0,breccia,398.0,192.0,455.0,255.0
apollo11_A_222.JPG,0,0,breccia,259.0,389.0,294.0,427.0
apollo11_A_223.JPG,512,512,melt,15.0,15.0,70.0,101.0
apollo11_A_223.JPG,512,512,melt,86.0,1.0,179.0,60.0
apollo11_A_223.JPG,512,512,melt,118.0,78.0,256.0,160.0
apollo11_A_223.JPG,512,512,melt,247.0,53.0,350.0,170.0
apollo11_A_223.JPG,512,512,melt,345.0,374.0,399.0,444.0
apollo11_A_223.JPG,512,512,glass,300.0,417.0,314.0,433.0
apollo11_A_224.JPG,512,512,melt,351.0,482.0,393.0,512.0
apollo11_A_225.JPG,512,512,breccia,324.0,443.0,387.0,495.0
apollo11_A_226.JPG,512,512,breccia,1.0,209.0,177.0,421.0
apollo11_A_226.JPG,512,512,breccia,383.0,451.0,426.0,510.0
apollo11_A_226.JPG,512,512,breccia,466.0,321.0,509.0,376.0
apollo11_A_227.JPG,512,512,breccia,298.0,92.0,314.0,111.0
apollo11_A_227.JPG,512,512,melt,350.0,64.0,400.0,107.0
apollo11_A_227.JPG,512,512,melt,232.0,283.0,255.0,303.0
apollo11_A_228.JPG,512,512,breccia,158.0,283.0,210.0,347.0
apollo11_A_228.JPG,512,512,breccia,17.0,476.0,71.0,512.0
apollo11_A_23.JPG,512,512,melt,173.0,72.0,194.0,94.0
apollo11_A_23.JPG,512,512,glass,420.0,271.0,433.0,283.0
apollo11_A_231.JPG,512,512,glass,195.0,148.0,224.0,177.0
apollo11_A_234.JPG,512,512,breccia,115.0,23.0,188.0,94.0
apollo11_A_234.JPG,512,512,melt,308.0,452.0,363.0,508.0
apollo11_A_236.JPG,512,512,glass,40.0,223.0,60.0,240.0
apollo11_A_236.JPG,512,512,melt,453.0,93.0,491.0,119.0
apollo11_A_236.JPG,512,512,glass,494.0,446.0,510.0,464.0
apollo11_A_237.JPG,512,512,glass,351.0,201.0,374.0,222.0
apollo11_A_237.JPG,512,512,melt,459.0,391.0,484.0,425.0
apollo11_A_237.JPG,512,512,breccia,19.0,353.0,72.0,393.0
apollo11_A_238.JPG,512,512,melt,219.0,255.0,256.0,294.0
apollo11_A_238.JPG,512,512,breccia,254.0,315.0,313.0,362.0
apollo11_A_239.JPG,512,512,breccia,346.0,318.0,512.0,512.0
apollo11_A_239.JPG,512,512,melt,21.0,220.0,48.0,242.0
apollo11_A_24.JPG,512,512,glass,80.0,76.0,96.0,92.0
apollo11_A_24.JPG,512,512,glass,462.0,483.0,474.0,495.0
apollo11_A_241.JPG,512,512,glass,35.0,197.0,57.0,215.0
apollo11_A_241.JPG,512,512,glass,410.0,82.0,428.0,100.0
apollo11_A_242.JPG,512,512,breccia,23.0,155.0,75.0,207.0
apollo11_A_242.JPG,512,512,breccia,192.0,69.0,300.0,175.0
apollo11_A_243.JPG,512,512,glass,237.0,74.0,249.0,85.0
apollo11_A_243.JPG,512,512,glass,198.0,292.0,213.0,306.0
apollo11_A_243.JPG,512,512,glass,224.0,277.0,236.0,289.0
apollo11_A_243.JPG,512,512,glass,108.0,380.0,119.0,391.0
apollo11_A_245.JPG,512,512,breccia,391.0,350.0,482.0,411.0
apollo11_A_246.JPG,512,512,breccia,49.0,208.0,83.0,264.0
apollo11_A_246.JPG,512,512,glass,270.0,443.0,286.0,457.0
apollo11_A_247.JPG,512,512,breccia,184.0,20.0,222.0,53.0
apollo11_A_248.JPG,512,512,melt,13.0,406.0,45.0,444.0
apollo11_A_248.JPG,512,512,melt,213.0,479.0,249.0,512.0
apollo11_A_249.JPG,512,512,glass,417.0,312.0,438.0,331.0
apollo11_A_249.JPG,512,512,glass,273.0,297.0,289.0,313.0
apollo11_A_249.JPG,512,512,glass,153.0,310.0,163.0,321.0
apollo11_A_249.JPG,512,512,melt,484.0,407.0,512.0,468.0
apollo11_A_249.JPG,512,512,melt,54.0,476.0,91.0,512.0
apollo11_A_249.JPG,512,512,glass,50.0,243.0,67.0,259.0
apollo11_A_249.JPG,512,512,melt,468.0,468.0,512.0,504.0
apollo11_A_249.JPG,512,512,melt,424.0,252.0,452.0,276.0
apollo11_A_25.JPG,512,512,melt,149.0,389.0,164.0,404.0
apollo11_A_25.JPG,512,512,glass,370.0,210.0,381.0,222.0
apollo11_A_25.JPG,512,512,glass,91.0,484.0,103.0,496.0
apollo11_A_250.JPG,512,512,melt,113.0,408.0,156.0,464.0
apollo11_A_250.JPG,512,512,glass,44.0,309.0,67.0,330.0
apollo11_A_250.JPG,512,512,melt,53.0,254.0,78.0,274.0
apollo11_A_250.JPG,512,512,melt,94.0,468.0,136.0,504.0
apollo11_A_253.JPG,512,512,melt,324.0,3.0,348.0,22.0
apollo11_A_254.JPG,512,512,breccia,459.0,457.0,512.0,512.0
apollo11_A_256.JPG,512,512,glass,271.0,147.0,293.0,172.0
apollo11_A_258.JPG,512,512,melt,241.0,59.0,278.0,99.0
apollo11_A_258.JPG,512,512,glass,380.0,108.0,391.0,120.0
apollo11_A_258.JPG,512,512,glass,339.0,250.0,352.0,263.0
apollo11_A_26.JPG,512,512,glass,243.0,334.0,260.0,350.0
apollo11_A_26.JPG,512,512,glass,26.0,203.0,38.0,213.0
apollo11_A_260.JPG,512,512,melt,117.0,1.0,174.0,23.0
apollo11_A_263.JPG,512,512,glass,307.0,398.0,332.0,422.0
apollo11_A_264.JPG,512,512,glass,447.0,39.0,512.0,94.0
apollo11_A_265.JPG,512,512,glass,352.0,277.0,446.0,403.0
apollo11_A_265.JPG,512,512,glass,79.0,41.0,142.0,92.0
apollo11_A_265.JPG,512,512,glass,288.0,71.0,305.0,86.0
apollo11_A_266.JPG,512,512,glass,171.0,1.0,324.0,107.0
apollo11_A_266.JPG,512,512,glass,120.0,218.0,158.0,256.0
apollo11_A_266.JPG,512,512,glass,314.0,210.0,361.0,256.0
apollo11_A_266.JPG,512,512,glass,242.0,259.0,300.0,310.0
apollo11_A_266.JPG,512,512,glass,181.0,404.0,221.0,452.0
apollo11_A_267.JPG,512,512,glass,68.0,278.0,97.0,313.0
apollo11_A_267.JPG,512,512,melt,306.0,453.0,366.0,509.0
apollo11_A_268.JPG,512,512,melt,273.0,322.0,315.0,360.0
apollo11_A_268.JPG,512,512,melt,350.0,415.0,373.0,436.0
apollo11_A_268.JPG,512,512,melt,201.0,496.0,244.0,512.0
apollo11_A_27.JPG,512,512,glass,463.0,472.0,473.0,483.0
apollo11_A_27.JPG,512,512,glass,70.0,437.0,81.0,446.0
apollo11_A_27.JPG,512,512,glass,74.0,121.0,87.0,134.0
apollo11_A_270.JPG,512,512,glass,402.0,469.0,414.0,482.0
apollo11_A_271.JPG,512,512,melt,330.0,24.0,350.0,45.0
apollo11_A_276.JPG,512,512,glass,491.0,91.0,502.0,100.0
apollo11_A_277.JPG,512,512,glass,248.0,343.0,262.0,360.0
apollo11_A_28.JPG,512,512,glass,406.0,262.0,420.0,274.0
apollo11_A_28.JPG,512,512,glass,13.0,287.0,26.0,304.0
apollo11_A_281.JPG,512,512,melt,1.0,20.0,143.0,322.0
apollo11_A_282.JPG,512,512,melt,226.0,442.0,303.0,508.0
apollo11_A_282.JPG,512,512,breccia,196.0,99.0,268.0,179.0
apollo11_A_282.JPG,512,512,breccia,119.0,427.0,169.0,484.0
apollo11_A_282.JPG,512,512,breccia,411.0,471.0,445.0,505.0
apollo11_A_283.JPG,512,512,melt,439.0,112.0,491.0,183.0
apollo11_A_283.JPG,512,512,melt,402.0,283.0,461.0,359.0
apollo11_A_283.JPG,512,512,melt,86.0,463.0,127.0,503.0
apollo11_A_283.JPG,512,512,melt,362.0,397.0,419.0,450.0
apollo11_A_284.JPG,512,512,breccia,94.0,416.0,491.0,512.0
apollo11_A_284.JPG,512,512,melt,328.0,291.0,391.0,353.0
apollo11_A_284.JPG,512,512,breccia,445.0,58.0,507.0,142.0
apollo11_A_284.JPG,512,512,breccia,301.0,95.0,354.0,147.0
apollo11_A_285.JPG,512,512,melt,285.0,65.0,360.0,151.0
apollo11_A_285.JPG,512,512,melt,314.0,8.0,355.0,47.0
apollo11_A_285.JPG,512,512,melt,303.0,433.0,357.0,486.0
apollo11_A_285.JPG,512,512,melt,158.0,224.0,198.0,266.0
apollo11_A_285.JPG,512,512,breccia,471.0,447.0,509.0,480.0
apollo11_A_285.JPG,512,512,breccia,67.0,62.0,139.0,142.0
apollo11_A_285.JPG,512,512,breccia,206.0,1.0,285.0,51.0
apollo11_A_285.JPG,512,512,breccia,1.0,441.0,114.0,512.0
apollo11_A_285.JPG,512,512,melt,483.0,274.0,512.0,325.0
apollo11_A_286.JPG,512,512,breccia,1.0,361.0,61.0,500.0
apollo11_A_286.JPG,512,512,melt,391.0,445.0,436.0,512.0
apollo11_A_286.JPG,512,512,melt,338.0,206.0,395.0,265.0
apollo11_A_286.JPG,512,512,melt,157.0,437.0,188.0,464.0
apollo11_A_287.JPG,512,512,melt,470.0,177.0,512.0,285.0
apollo11_A_287.JPG,512,512,breccia,420.0,367.0,472.0,422.0
apollo11_A_287.JPG,512,512,melt,122.0,162.0,166.0,207.0
apollo11_A_287.JPG,512,512,melt,238.0,103.0,302.0,166.0
apollo11_A_288.JPG,512,512,melt,1.0,180.0,51.0,280.0
apollo11_A_288.JPG,512,512,melt,209.0,260.0,268.0,321.0
apollo11_A_288.JPG,512,512,melt,214.0,24.0,268.0,71.0
apollo11_A_288.JPG,512,512,melt,442.0,75.0,487.0,128.0
apollo11_A_289.JPG,512,512,breccia,41.0,1.0,512.0,510.0
apollo11_A_289.JPG,512,512,melt,44.0,220.0,99.0,274.0
apollo11_A_29.JPG,512,512,glass,55.0,94.0,70.0,107.0
apollo11_A_290.JPG,512,512,breccia,1.0,1.0,222.0,511.0
apollo11_A_290.JPG,512,512,melt,434.0,140.0,494.0,205.0
apollo11_A_291.JPG,512,512,melt,309.0,431.0,393.0,512.0
apollo11_A_291.JPG,512,512,melt,472.0,171.0,512.0,236.0
apollo11_A_291.JPG,512,512,melt,454.0,40.0,506.0,107.0
apollo11_A_291.JPG,512,512,melt,468.0,438.0,512.0,497.0
apollo11_A_292.JPG,512,512,breccia,364.0,343.0,421.0,430.0
apollo11_A_293.JPG,512,512,melt,132.0,252.0,167.0,306.0
apollo11_A_293.JPG,512,512,melt,129.0,195.0,182.0,244.0
apollo11_A_293.JPG,512,512,breccia,103.0,375.0,168.0,438.0
apollo11_A_293.JPG,512,512,breccia,1.0,331.0,49.0,420.0
apollo11_A_294.JPG,512,512,melt,229.0,166.0,308.0,259.0
apollo11_A_294.JPG,512,512,breccia,71.0,1.0,478.0,142.0
apollo11_A_294.JPG,512,512,breccia,18.0,306.0,65.0,351.0
apollo11_A_294.JPG,512,512,breccia,1.0,371.0,73.0,439.0
apollo11_A_295.JPG,512,512,melt,336.0,214.0,390.0,269.0
apollo11_A_295.JPG,512,512,melt,297.0,280.0,365.0,357.0
apollo11_A_295.JPG,512,512,melt,211.0,244.0,252.0,284.0
apollo11_A_295.JPG,512,512,melt,132.0,296.0,162.0,323.0
apollo11_A_295.JPG,512,512,melt,293.0,436.0,343.0,484.0
apollo11_A_295.JPG,512,512,breccia,1.0,1.0,104.0,137.0
apollo11_A_295.JPG,512,512,melt,1.0,183.0,36.0,236.0
apollo11_A_296.JPG,512,512,melt,112.0,195.0,136.0,221.0
apollo11_A_297.JPG,512,512,melt,348.0,213.0,472.0,332.0
apollo11_A_297.JPG,512,512,melt,276.0,280.0,324.0,325.0
apollo11_A_298.JPG,512,512,melt,296.0,429.0,354.0,485.0
apollo11_A_298.JPG,512,512,melt,314.0,117.0,379.0,183.0
apollo11_A_299.JPG,512,512,melt,236.0,165.0,275.0,197.0
apollo11_A_299.JPG,512,512,melt,390.0,100.0,431.0,141.0
apollo11_A_299.JPG,512,512,melt,154.0,61.0,206.0,108.0
apollo11_A_299.JPG,512,512,breccia,454.0,286.0,499.0,325.0
apollo11_A_299.JPG,512,512,breccia,231.0,190.0,291.0,244.0
apollo11_A_299.JPG,512,512,breccia,381.0,150.0,419.0,183.0
apollo11_A_299.JPG,512,512,breccia,282.0,181.0,318.0,216.0
apollo11_A_299.JPG,512,512,melt,61.0,415.0,114.0,462.0
apollo11_A_299.JPG,512,512,melt,341.0,422.0,376.0,454.0
apollo11_A_3.JPG,512,512,melt,1.0,349.0,46.0,401.0
apollo11_A_300.JPG,512,512,melt,17.0,96.0,61.0,137.0
apollo11_A_300.JPG,512,512,melt,262.0,353.0,330.0,422.0
apollo11_A_300.JPG,512,512,melt,160.0,352.0,208.0,395.0
apollo11_A_300.JPG,512,512,melt,119.0,287.0,150.0,333.0
apollo11_A_300.JPG,512,512,melt,176.0,153.0,222.0,191.0
apollo11_A_300.JPG,512,512,breccia,92.0,290.0,130.0,327.0
apollo11_A_300.JPG,512,512,breccia,8.0,153.0,42.0,182.0
apollo11_A_300.JPG,512,512,melt,289.0,67.0,320.0,100.0
apollo11_A_301.JPG,512,512,breccia,67.0,214.0,103.0,254.0
apollo11_A_301.JPG,512,512,glass,196.0,252.0,209.0,265.0
apollo11_A_301.JPG,512,512,glass,474.0,65.0,487.0,78.0
apollo11_A_302.JPG,512,512,melt,39.0,295.0,118.0,351.0
apollo11_A_302.JPG,512,512,melt,21.0,386.0,56.0,426.0
apollo11_A_302.JPG,512,512,melt,350.0,322.0,415.0,376.0
apollo11_A_302.JPG,512,512,melt,464.0,311.0,512.0,375.0
apollo11_A_302.JPG,512,512,melt,311.0,23.0,348.0,67.0
apollo11_A_302.JPG,512,512,melt,209.0,270.0,248.0,303.0
apollo11_A_302.JPG,512,512,breccia,208.0,340.0,272.0,419.0
apollo11_A_303.JPG,512,512,melt,167.0,299.0,197.0,330.0
apollo11_A_303.JPG,512,512,melt,31.0,276.0,60.0,302.0
apollo11_A_303.JPG,512,512,melt,1.0,312.0,26.0,406.0
apollo11_A_304.JPG,512,512,melt,43.0,136.0,94.0,180.0
apollo11_A_304.JPG,512,512,glass,181.0,8.0,223.0,51.0
apollo11_A_304.JPG,512,512,melt,35.0,445.0,79.0,488.0
apollo11_A_305.JPG,512,512,breccia,304.0,446.0,376.0,512.0
apollo11_A_305.JPG,512,512,melt,393.0,336.0,431.0,367.0
apollo11_A_306.JPG,512,512,melt,314.0,148.0,390.0,202.0
apollo11_A_306.JPG,512,512,melt,407.0,40.0,445.0,83.0
apollo11_A_306.JPG,512,512,melt,343.0,344.0,449.0,432.0
apollo11_A_306.JPG,512,512,melt,296.0,84.0,326.0,117.0
apollo11_A_307.JPG,512,512,breccia,466.0,376.0,512.0,511.0
apollo11_A_307.JPG,512,512,melt,490.0,443.0,512.0,481.0
apollo11_A_307.JPG,512,512,melt,404.0,30.0,439.0,67.0
apollo11_A_307.JPG,512,512,melt,125.0,306.0,174.0,359.0
apollo11_A_307.JPG,512,512,glass,128.0,276.0,147.0,297.0
apollo11_A_307.JPG,512,512,melt,1.0,173.0,40.0,234.0
apollo11_A_307.JPG,512,512,melt,304.0,267.0,332.0,294.0
apollo11_A_307.JPG,512,512,melt,293.0,331.0,322.0,364.0
apollo11_A_308.JPG,512,512,breccia,1.0,386.0,53.0,484.0
apollo11_A_308.JPG,512,512,melt,457.0,414.0,490.0,448.0
apollo11_A_308.JPG,512,512,melt,335.0,58.0,364.0,92.0
apollo11_A_309.JPG,512,512,melt,458.0,211.0,512.0,266.0
apollo11_A_309.JPG,512,512,melt,63.0,87.0,115.0,136.0
apollo11_A_309.JPG,512,512,breccia,286.0,145.0,363.0,241.0
apollo11_A_309.JPG,512,512,breccia,1.0,1.0,54.0,146.0
